epoch,model_name,train_loss,train_accuracy,train_precision,train_recall,train_f1,train_tp,train_fp,train_tn,train_fn,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_tp,val_fp,val_tn,val_fn,epoch_time_seconds
31,AlexNet,1.3589348517931426,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3363601109560799,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,60.34109163284302
32,AlexNet,1.3602179802381076,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.337572174913743,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,63.14761543273926
33,AlexNet,1.356630594913776,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.33192375127007,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,58.75577116012573
34,AlexNet,1.362748378973741,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3333681611453785,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,63.63903021812439
35,AlexNet,1.3601187999431903,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3320072959451115,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,62.54363536834717
36,AlexNet,1.3589945884851309,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.335713877397425,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,64.98954343795776
37,AlexNet,1.3589455237755408,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3323082503150492,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,66.69549202919006
38,AlexNet,1.3594041732641367,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.330654600087334,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,63.89285945892334
39,AlexNet,1.3602566792414739,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3318680314456715,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,72.36726188659668
40,AlexNet,1.3579051512938278,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3321250536862541,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,71.51974654197693
41,AlexNet,1.3590974459281335,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3337847134646248,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,71.34201860427856
42,AlexNet,1.3582259379900419,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.333754490403568,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,78.86429357528687
43,AlexNet,1.3584972950128409,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.332230238353505,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,68.17140007019043
44,AlexNet,1.3595373905622041,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3358851460849537,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,69.16302251815796
45,AlexNet,1.3581139381115253,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.332877748152789,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,62.38359808921814
46,AlexNet,1.3598512392777664,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3322147201089298,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,62.11621594429016
47,AlexNet,1.358135903798617,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3309317897347843,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,64.19829034805298
48,AlexNet,1.3588890222402719,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3354597442290361,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,63.41268610954285
49,AlexNet,1.3597601890563964,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3334119880900663,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,60.53845763206482
50,AlexNet,1.357561810200031,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3317823971019072,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,60.87932634353638
1,DenseNet121,1.0320369257376745,54.14258188824663,0.5321229349887184,0.5101501296756771,0.5132403704885555,281,238,1319,238,1.4471089524381302,50.3875968992248,0.3988721804511278,0.4407467532467533,0.3868191161356629,65,64,323,64,113.68395137786865
2,DenseNet121,0.7305749044968531,69.7495183044316,0.6953137058187991,0.6789014377266328,0.6825418106149719,362,157,1400,157,1.1464741510503433,60.46511627906976,0.7159090909090909,0.5514162561576355,0.5406611362493715,78,51,336,51,150.33846187591553
3,DenseNet121,0.7460613241562477,68.59344894026975,0.6845703980038065,0.6820452546446758,0.6820985309323635,356,163,1394,163,0.9482385332093519,69.76744186046511,0.7441583352708672,0.6842252575011196,0.6726783174151595,90,39,348,39,152.67700600624084
4,DenseNet121,0.6047012666097054,74.75915221579962,0.7503972027394279,0.7270590911731108,0.7348314833423966,388,131,1426,131,0.8537276282029993,66.66666666666666,0.6926878237023922,0.6604343931930139,0.659354740546691,86,43,344,43,149.29661655426025
5,DenseNet121,0.6176973276413404,73.60308285163777,0.724126552795031,0.723827225714968,0.7238466307810911,382,137,1420,137,3.0512531544355785,52.71317829457365,0.5720348837209303,0.4881045678459472,0.43312181093094515,68,61,326,61,143.1053569316864
6,DenseNet121,0.6257554684693997,72.25433526011561,0.7212840877121387,0.7124465485433267,0.7162801466022397,375,144,1413,144,0.6671635543598848,75.1937984496124,0.785800900719231,0.7377686968204209,0.7500252244980324,97,32,355,32,144.49157118797302
7,DenseNet121,0.5244903371884273,80.15414258188824,0.8004118472089559,0.7953456320087329,0.7975760313158687,416,103,1454,103,3.524221280041863,48.06201550387597,0.7421339563862929,0.4111901030004478,0.40482754487429207,62,67,320,67,148.72321486473083
8,DenseNet121,0.5047963914962915,80.53949903660886,0.8049290875120855,0.7918848288216523,0.7967865125860232,418,101,1456,101,0.6602942391353495,81.3953488372093,0.8399600899265738,0.8096730855351544,0.8203024529649917,105,24,363,24,147.64209580421448
9,DenseNet121,0.5309342743112491,78.42003853564547,0.7838523694501955,0.7741886280931084,0.7778699591635314,407,112,1445,112,0.5937898641123491,72.09302325581395,0.7958827313666024,0.7501399462606358,0.7377766245747563,93,36,351,36,153.77561020851135
10,DenseNet121,0.5033928661392285,79.38342967244701,0.800222404011699,0.7820799784995607,0.7896070392178112,412,107,1450,107,0.7785469311125138,79.06976744186046,0.8601600154231732,0.768193013882669,0.7936425471853932,102,27,360,27,147.2700686454773
11,DenseNet121,0.4922915225991836,81.11753371868978,0.8131481846450314,0.7973173891717813,0.8035398857595055,421,98,1459,98,0.6142957613748663,82.17054263565892,0.8355282853856091,0.807769816390506,0.81609729120581,106,23,364,23,147.29461312294006
12,DenseNet121,0.4837300206606205,82.85163776493256,0.8290811439648775,0.8151337922921109,0.820579675912418,430,89,1468,89,1.1995605843908645,61.240310077519375,0.6542919799498746,0.6300940438871474,0.6302727434257285,79,50,337,50,121.13236880302429
13,DenseNet121,0.5135294856933447,79.76878612716763,0.8023010643790855,0.7888928495365697,0.7948075431750145,414,105,1452,105,0.5887916863841169,84.49612403100775,0.8927131336405529,0.8342476489028212,0.8487458457959455,109,20,367,20,115.46635293960571
14,DenseNet121,0.461430678745875,81.11753371868978,0.8170387837358641,0.8054929381382943,0.809985919550805,421,98,1459,98,0.8697346922229318,79.06976744186046,0.841468253968254,0.7658699059561128,0.7867116595020467,102,27,360,27,289.1349620819092
15,DenseNet121,0.4573382676793979,82.08092485549133,0.8193616735578526,0.8044690857426825,0.8104792672587575,426,93,1464,93,0.5010617754476911,89.14728682170544,0.9189814814814814,0.8804019256605464,0.8940677920462288,115,14,373,14,118.16409587860107
16,DenseNet121,0.3983940844352429,84.77842003853564,0.8456936464550678,0.8345874487958556,0.8394817605174376,440,79,1478,79,0.8947672666433979,79.06976744186046,0.8496305418719212,0.7674093148231079,0.7704346904490377,102,27,360,27,119.36268854141235
17,DenseNet121,0.4656290666415141,79.96146435452793,0.8000414460927742,0.7917506239460682,0.7948748396586246,415,104,1453,104,0.6823705373441472,72.09302325581395,0.7724137931034483,0.7583407971339006,0.7430310253391152,93,36,351,36,119.03446817398071
18,DenseNet121,0.34741564009052056,88.2466281310212,0.8858569208161933,0.8705652462731497,0.8771851370057203,458,61,1496,61,0.6448620579698506,83.72093023255815,0.879182063317687,0.8229959695476936,0.832942049377547,108,21,366,21,119.08088517189026
19,DenseNet121,0.42213215856597974,83.8150289017341,0.835450106326595,0.8283800267188135,0.8314861673422991,435,84,1473,84,0.7841597523759393,78.29457364341084,0.843980343980344,0.764526421854008,0.7782569884895467,101,28,359,28,118.53137803077698
20,DenseNet121,0.36129507009799666,87.47591522157995,0.8758765417226101,0.8674153788991443,0.8708823201295417,454,65,1492,65,0.5449197956306093,87.59689922480621,0.8789678060587819,0.8687304075235109,0.8732138870069904,113,16,371,16,115.68926334381104
21,DenseNet121,0.4503274837938639,85.74181117533719,0.8554802074217992,0.8501710031725134,0.8521038093991031,445,74,1483,74,0.8896417140084154,79.84496124031007,0.8168103448275863,0.7959863412449619,0.8037799985456189,103,26,361,26,147.77158999443054
22,DenseNet121,0.33371228051300234,87.28323699421965,0.8719513980383546,0.8624643772202292,0.8667460021520728,453,66,1491,66,0.9913197904825211,72.86821705426357,0.80859375,0.6969043887147336,0.6982643574748839,94,35,352,35,145.29945874214172
23,DenseNet121,0.4218900705759342,86.51252408477842,0.8617608444425973,0.8545462895607623,0.857601652510302,449,70,1487,70,1.056823260643903,66.66666666666666,0.7157352941176471,0.6322772055530677,0.6323852815598098,86,43,344,43,131.09759998321533
24,DenseNet121,0.38922167792916296,85.16377649325626,0.8513313221021939,0.8498594335021468,0.8502709563764517,442,77,1480,77,0.5093274256762337,79.84496124031007,0.8087680756395996,0.8048029556650247,0.8057969215491559,103,26,361,26,132.29693913459778
25,DenseNet121,0.3508679756751427,86.1271676300578,0.8666015525816243,0.8552531556873364,0.8603270746549048,447,72,1485,72,0.5991257705232677,80.62015503875969,0.8373321123321124,0.7919278996865204,0.8056818181818182,104,25,362,25,134.47958517074585
26,DenseNet121,0.37280351244486293,86.70520231213872,0.8657192709947916,0.8690313116282158,0.8672439078896048,450,69,1488,69,0.8553748437586952,79.84496124031007,0.8712121212121212,0.7735669502910882,0.7992672544846458,103,26,361,26,144.74609208106995
27,DenseNet121,0.2741042039142205,90.36608863198458,0.9099961476432065,0.8982885507394696,0.9033734167386229,469,50,1507,50,0.6685101647368249,82.17054263565892,0.8508158508158509,0.8360669502910882,0.8301349187600073,106,23,364,23,138.80831098556519
28,DenseNet121,0.31802714467048643,88.82466281310212,0.8885434583190001,0.8792053550107917,0.8832364685135394,461,58,1499,58,0.5122772071729688,89.14728682170544,0.909865869424693,0.8830329153605015,0.8929042338550779,115,14,373,14,137.56927371025085
29,DenseNet121,0.29988632594736725,89.40269749518305,0.8946539677861517,0.8916694095400364,0.8930659209664563,464,55,1502,55,3.285783687058617,51.162790697674424,0.7615023865023864,0.452782131661442,0.4537970583384376,66,63,324,63,135.71759343147278
30,DenseNet121,0.3732594336168124,87.09055876685935,0.8721719960479257,0.8673801710077824,0.8696568477532461,452,67,1490,67,0.80015228601063,75.96899224806202,0.8366596638655462,0.7304635020152261,0.7535725187510902,98,31,356,31,132.88273811340332
31,DenseNet121,0.29594603123573154,88.2466281310212,0.8857914287264583,0.874714648972137,0.879337709431639,458,61,1496,61,0.505692047340905,92.24806201550388,0.9278914348063285,0.9187472010747872,0.921811840777358,119,10,377,10,133.58415269851685
32,DenseNet121,0.34287010416961633,88.0539499036609,0.880038531438895,0.8714154217709466,0.875289789731319,457,62,1495,62,0.4932447507539216,89.92248062015504,0.9019448609028818,0.8952082400358262,0.8983106931382793,116,13,374,13,125.34378933906555
33,DenseNet121,0.2862691597153361,89.59537572254335,0.8955884402338717,0.886221060381015,0.8904623753822307,465,54,1503,54,0.5460007932475385,86.04651162790698,0.875266106442577,0.8511811464397672,0.8601939860132513,111,18,369,18,127.37249112129211
34,DenseNet121,0.2581857297856074,90.5587668593449,0.9013474108325097,0.90126474121566,0.901278030020545,470,49,1508,49,1.5014071964165743,59.68992248062015,0.7168090062111802,0.6207456336766681,0.6063112745098039,77,52,335,52,132.5607533454895
35,DenseNet121,0.28627739620323367,89.78805394990366,0.9009001807371373,0.8909625434134623,0.8951413385958427,466,53,1504,53,0.39883796892621937,91.47286821705426,0.9385098134894817,0.9036330049261083,0.9148894869529625,118,11,376,11,139.3050570487976
36,DenseNet121,0.23465277025332817,90.36608863198458,0.9022517788408291,0.9006726608822003,0.9013719062724594,469,50,1507,50,0.5168817245182308,89.14728682170544,0.9203473659995398,0.8804019256605464,0.8938383045525903,115,14,373,14,134.93751549720764
37,DenseNet121,0.2264221134953774,92.29287090558766,0.92440720165098,0.9183069164663678,0.9210685549518578,479,40,1517,40,0.9630140471546089,73.64341085271317,0.8227053752535497,0.7109549932825795,0.7134594332870194,95,34,353,34,137.38829112052917
38,DenseNet121,0.2260291460614938,91.32947976878613,0.9178335632636972,0.9097227024171399,0.9132647789674143,474,45,1512,45,1.0659291043001062,74.4186046511628,0.8058928571428572,0.7524910434393193,0.7415888740482861,96,33,354,33,146.3457236289978
39,DenseNet121,0.2773590861604764,89.98073217726397,0.8994485623192352,0.896362316054614,0.897751585704627,467,52,1505,52,0.6103970349273261,91.47286821705426,0.9171486837226548,0.9092028660994178,0.9114611290542692,118,11,376,11,119.52445578575134
40,DenseNet121,0.18729308028347216,92.67822736030828,0.9279558972129965,0.9186700590708897,0.9229267252743721,481,38,1519,38,0.6926328838693306,87.59689922480621,0.9104545454545454,0.8634684281236005,0.8742620988676616,113,16,371,16,124.58872509002686
41,DenseNet121,0.23515208769732943,91.71483622350675,0.9162439348023956,0.9122604365179247,0.9141860027958771,476,43,1514,43,0.8322841632453835,80.62015503875969,0.8395854133979936,0.8358430362740706,0.8135671426060821,104,25,362,25,124.43827199935913
42,DenseNet121,0.2586845371299065,91.32947976878613,0.9117474254837152,0.9157631319096208,0.9136882254855205,474,45,1512,45,0.6681928651078659,87.59689922480621,0.8929193899782135,0.8811016569637258,0.8823761019449461,113,16,371,16,123.73832726478577
43,DenseNet121,0.225813725275489,92.29287090558766,0.9217462677932343,0.9236150102938424,0.9225924500059394,479,40,1517,40,0.700001528555089,92.24806201550388,0.9384993614303958,0.914884684281236,0.9231985627397656,119,10,377,10,124.50578498840332
44,DenseNet121,0.18734797112142237,92.29287090558766,0.9176140528235922,0.9176140528235922,0.9176140528235922,479,40,1517,40,0.8284218255156541,89.92248062015504,0.9059953750083484,0.8981471115091804,0.8999624495833238,116,13,374,13,126.24194240570068
45,DenseNet121,0.25183515101671217,89.98073217726397,0.9070832393510805,0.8964091062473897,0.9013632784061882,467,52,1505,52,0.9463428732226876,86.04651162790698,0.8653501250275444,0.8759236453201971,0.8631342637671752,111,18,369,18,124.59743666648865
46,DenseNet121,0.1916536523387409,93.83429672447014,0.9371282727237404,0.9435513779366032,0.9398125159154571,487,32,1525,32,1.0976020145942182,84.49612403100775,0.9044903777619386,0.8268304970891178,0.8518207282913165,109,20,367,20,139.53732705116272
47,DenseNet121,0.2659508453538785,88.2466281310212,0.8759002295895807,0.8697047561885216,0.8725018277898088,458,61,1496,61,0.6337556691073319,85.27131782945736,0.8717312199695301,0.8393137035378414,0.8501901594806671,110,19,368,19,155.83045721054077
48,DenseNet121,0.21622007563710213,93.64161849710982,0.9408409429132814,0.9318276111002011,0.936006947284983,486,33,1524,33,0.7476179512108073,75.96899224806202,0.7839652121011006,0.7517913121361397,0.7347099427898525,98,31,356,31,145.65296530723572
49,DenseNet121,0.2390780521126894,90.94412331406551,0.909002766108276,0.9050352125012332,0.906629164719607,472,47,1510,47,0.7828609627835891,84.49612403100775,0.887302396736359,0.8319245409762652,0.8351474346016493,109,20,367,20,134.87657117843628
50,DenseNet121,0.14606650966721085,94.21965317919076,0.9472449520560575,0.9403863556109969,0.9436299729613439,489,30,1527,30,0.6319569316966569,89.92248062015504,0.9204656862745098,0.8910378414688759,0.9017892678240582,116,13,374,13,148.80201768875122
1,ResNet18,1.2942059883704553,47.784200385356456,0.47138856046374256,0.4638632798745158,0.4658585968225266,248,271,1286,271,1.1852418079095728,58.139534883720934,0.5957977967306326,0.5454861111111111,0.5585084541062801,75,54,333,54,59.83416938781738
2,ResNet18,0.9677917627187875,56.26204238921002,0.5692154766215105,0.553361183136464,0.5558201965243105,292,227,1330,227,0.6918906218865338,75.1937984496124,0.7770241601357759,0.7096064814814815,0.7229341728931556,97,32,355,32,69.309739112854
3,ResNet18,0.9295300919276017,60.5009633911368,0.6084634922010492,0.5975231281411058,0.6016744063409186,314,205,1352,205,0.8124323241850909,56.58914728682171,0.5435573065146235,0.5802083333333333,0.5511864165956237,73,56,331,56,65.52248787879944
4,ResNet18,0.842567318219405,61.27167630057804,0.6085561180013106,0.5979632830756426,0.5988384574991188,318,201,1356,201,0.7325904737500584,71.31782945736434,0.5556259146684679,0.6657407407407407,0.6012732365673542,92,37,350,37,59.74633264541626
5,ResNet18,0.7828338228739224,67.05202312138728,0.665719320407296,0.6620802522487916,0.6621358973301125,348,171,1386,171,0.7636876360458487,62.7906976744186,0.4944508804448564,0.5512731481481481,0.5052383695808729,81,48,339,48,59.21293377876282
6,ResNet18,0.7887055626282325,67.2447013487476,0.6712890220388964,0.6506018118377669,0.656940437590952,349,170,1387,170,0.5866986723507152,78.29457364341084,0.7740824534942182,0.7824074074074074,0.7726010145523631,101,28,359,28,59.31920051574707
7,ResNet18,0.6726416729963742,70.71290944123314,0.7009235844987838,0.6975151253241141,0.6986982592905451,367,152,1405,152,0.6191002095446867,72.86821705426357,0.7865193408741796,0.6836805555555555,0.6882710630866716,94,35,352,35,59.468225955963135
8,ResNet18,0.6207062001411732,75.52986512524085,0.7495579539814158,0.7398452255193829,0.7430515252917611,392,127,1430,127,1.4058099356206024,50.3875968992248,0.5275054466230937,0.5039351851851852,0.4424962292609352,65,64,323,64,68.13301801681519
9,ResNet18,0.6669787794351578,73.21772639691714,0.7258611635340325,0.7188450334517751,0.7215650968212293,380,139,1418,139,0.49423639563953176,81.3953488372093,0.8085023826302897,0.8136574074074073,0.8084618280270454,105,24,363,24,65.78799200057983
10,ResNet18,0.6088372746339211,77.84200385356455,0.7786981601246505,0.7695044655718813,0.7733659857559566,404,115,1442,115,0.7409665865056655,68.9922480620155,0.7004973723723724,0.6855324074074074,0.675370859189281,89,40,347,40,67.15391087532043
11,ResNet18,0.5333778550991646,80.34682080924856,0.8005109856442577,0.7918091168091168,0.7952318251034052,417,102,1455,102,0.8111200157333823,68.9922480620155,0.7513320013320014,0.6636574074074074,0.6656765405926381,89,40,347,40,65.2802312374115
12,ResNet18,0.5663528422896679,76.10789980732177,0.7575182140910262,0.7529954543999487,0.7547723839219523,395,124,1433,124,0.5810465348117492,78.29457364341084,0.7667966611932129,0.7532407407407408,0.7499946498123868,101,28,359,28,66.44163012504578
13,ResNet18,0.47338008869152803,82.27360308285164,0.8251406991429306,0.817862287525209,0.8204805301769146,427,92,1465,92,0.49823741134091776,80.62015503875969,0.8031738437001594,0.783449074074074,0.7879708302139408,104,25,362,25,65.13186025619507
14,ResNet18,0.5509743871597144,78.22736030828517,0.7807458182570203,0.7673453055475528,0.7729596043158131,406,113,1444,113,0.8464294356458327,65.89147286821705,0.7403276353276353,0.6989583333333333,0.6526388968249434,85,44,343,44,63.624579429626465
15,ResNet18,0.4906284389587549,82.08092485549133,0.8162470978441128,0.8133591024040462,0.8140359485408125,426,93,1464,93,0.49617132237728906,79.84496124031007,0.8378338001867414,0.7722222222222223,0.7861834785668148,103,26,361,26,60.99075746536255
16,ResNet18,0.4840927277620022,80.53949903660886,0.8142356498011001,0.8059989116168892,0.8097167325428195,418,101,1456,101,0.8281866662642535,69.76744186046511,0.7334163322535415,0.7489583333333333,0.6978027211778132,90,39,348,39,67.49745917320251
17,ResNet18,0.4617073877499654,82.08092485549133,0.8200866140312928,0.8138712826915073,0.8164712833538313,426,93,1464,93,0.4445936747771852,81.3953488372093,0.8210139318885449,0.7909722222222222,0.7959447415329769,105,24,363,24,60.380422592163086
18,ResNet18,0.4747597073133175,81.31021194605009,0.8115144898658774,0.8105549153301962,0.8109962450515172,422,97,1460,97,0.4235460425124449,84.49612403100775,0.8538347058047391,0.8270833333333334,0.8311057543036533,109,20,367,20,60.25843119621277
19,ResNet18,0.5252640111515156,80.73217726396918,0.8016527565348782,0.7983618233618233,0.7996670232940408,419,100,1457,100,0.40917059318984256,82.94573643410853,0.8215881707992964,0.8084490740740741,0.8132037073763873,107,22,365,22,60.44103693962097
20,ResNet18,0.4315582159620065,85.16377649325626,0.8512879014176873,0.8408167675021607,0.84543065607031,442,77,1480,77,0.4868590432931395,82.94573643410853,0.8627267041901188,0.8024305555555556,0.8072972475375128,107,22,365,22,62.675302028656006
21,ResNet18,0.3986898610225091,85.16377649325626,0.8522102433224203,0.8490836774544639,0.8504018031895153,442,77,1480,77,0.4311976827242795,82.94573643410853,0.8501488095238096,0.7981481481481482,0.8141234404165438,107,22,365,22,60.14821100234985
22,ResNet18,0.41199260491591233,84.20038535645472,0.842965333957981,0.8329019814974872,0.8372575420520626,437,82,1475,82,0.39289666120620337,86.82170542635659,0.8900634735469705,0.8429398148148148,0.8597035546377978,112,17,370,17,60.41282343864441
23,ResNet18,0.3869049783796072,86.51252408477842,0.8619812499122843,0.8538445532827555,0.8574758850406954,449,70,1487,70,0.38882836524178,81.3953488372093,0.8102656371915359,0.8072916666666667,0.8015361668249354,105,24,363,24,60.719096183776855
24,ResNet18,0.3344281122088432,86.89788053949904,0.8676989980347607,0.8636760139569128,0.8655802577738378,451,68,1489,68,0.38240350037813187,86.04651162790698,0.8565972222222222,0.8604166666666667,0.8547910764285833,111,18,369,18,60.363542556762695
25,ResNet18,0.3594855415706451,88.0539499036609,0.879753643768085,0.8734050385735779,0.8758895230602195,457,62,1495,62,0.5133970327237073,80.62015503875969,0.8143586132716567,0.8261574074074074,0.8112159875770639,104,25,362,25,60.52875638008118
26,ResNet18,0.38637738697803936,84.39306358381504,0.8447240133320874,0.8470669675725855,0.8456965488215489,438,81,1476,81,0.6803387850522995,78.29457364341084,0.7980490254426424,0.7648148148148148,0.7556824840458967,101,28,359,28,60.058754444122314
27,ResNet18,0.3321118244758019,88.2466281310212,0.8803400866744051,0.8769862991773105,0.8785872551053611,458,61,1496,61,0.3583293557167053,86.04651162790698,0.8503811869575416,0.8489583333333334,0.8481337743566791,111,18,369,18,60.5089590549469
28,ResNet18,0.292870019777463,89.59537572254335,0.895292733043488,0.8970541630653991,0.8960428426620886,465,54,1503,54,0.5084495078224469,78.29457364341084,0.7792833064923583,0.7969907407407407,0.786515616999488,101,28,359,28,60.31673884391785
29,ResNet18,0.3526966853926961,86.31984585741812,0.867233421614486,0.8677894618905855,0.8674915523125999,448,71,1486,71,0.48239464027916684,78.29457364341084,0.791658066735466,0.7875,0.7690232874073624,101,28,359,28,59.98118233680725
30,ResNet18,0.2966622166622144,89.21001926782274,0.8879426554266857,0.8904190274976792,0.8890951639633513,463,56,1501,56,0.3831364219898687,82.94573643410853,0.8354255698005697,0.8167824074074074,0.822084826762246,107,22,365,22,60.99585270881653
31,ResNet18,0.3043643500082768,88.2466281310212,0.8830531721374952,0.8807524248535485,0.8817873353831405,458,61,1496,61,0.5929219472934218,79.06976744186046,0.8195175438596491,0.7805555555555556,0.7866125082511638,102,27,360,27,60.316498041152954
32,ResNet18,0.3059683436957689,88.0539499036609,0.8818616379358067,0.8762140273376228,0.8787571125144686,457,62,1495,62,0.45196724157123,77.51937984496125,0.7828625142235195,0.7908564814814815,0.7830891945662987,100,29,358,29,60.61187434196472
33,ResNet18,0.28727932930565797,89.40269749518305,0.8880846196435211,0.8862055443516118,0.8870562442589223,464,55,1502,55,0.48364493469981584,79.84496124031007,0.7951357466063349,0.8125,0.7947238786621726,103,26,361,26,60.682053327560425
34,ResNet18,0.3033237143491323,88.2466281310212,0.8802075929874437,0.8831740772752009,0.8816278430924295,458,61,1496,61,0.4336547047338065,79.06976744186046,0.7952922077922078,0.8179398148148149,0.7940693484553134,102,27,360,27,60.818509340286255
35,ResNet18,0.28188237582261744,89.40269749518305,0.8993877707595456,0.8885695764909248,0.8931714804109887,464,55,1502,55,0.6811849211945253,77.51937984496125,0.7855918340639927,0.8145833333333333,0.7800429042027522,100,29,358,29,60.36746025085449
36,ResNet18,0.31541773026379255,88.4393063583815,0.8885264371319651,0.8826618969877398,0.8844666461117264,459,60,1497,60,0.6316481957979062,78.29457364341084,0.8268518518518518,0.799074074074074,0.7841342345018816,101,28,359,28,60.19878363609314
37,ResNet18,0.3007302723251856,88.0539499036609,0.8717908841186226,0.8732201735010724,0.8724109140411981,457,62,1495,62,0.5361012698096388,79.06976744186046,0.7908092190774704,0.8052083333333333,0.7913680414694614,102,27,360,27,60.246750354766846
38,ResNet18,0.27505748135825764,90.17341040462428,0.9007757821064171,0.9013076602964244,0.9009923500077699,468,51,1506,51,0.4075816726202474,83.72093023255815,0.8269818463783981,0.8344907407407408,0.8293805286296944,108,21,366,21,60.518569469451904
39,ResNet18,0.2632351644480458,89.40269749518305,0.8929230990103882,0.8946325106437467,0.893718586925466,464,55,1502,55,0.3619327069643666,84.49612403100775,0.8371860257554506,0.8437500000000001,0.8393087041925038,109,20,367,20,60.67085266113281
40,ResNet18,0.1916165847188005,93.64161849710982,0.9318554479036695,0.9366400973142546,0.93410938657307,486,33,1524,33,0.4901409153552616,85.27131782945736,0.8515580127869196,0.8510416666666667,0.8481196435143803,110,19,368,19,60.45935082435608
41,ResNet18,0.20016057805086557,91.32947976878613,0.9101232640790643,0.9077179167066807,0.9087678099514698,474,45,1512,45,0.6227582725422347,77.51937984496125,0.8301270417422868,0.7520833333333333,0.7640280449184977,100,29,358,29,61.659013509750366
42,ResNet18,0.24035522235700718,91.13680154142581,0.9102658367420096,0.9107493837830916,0.910284661423902,473,46,1511,46,0.37868622331606117,89.92248062015504,0.9153223774391228,0.8846064814814816,0.8948732539543842,116,13,374,13,82.80575203895569
43,ResNet18,0.23142011777426189,90.7514450867052,0.9077039572948994,0.9063158231697558,0.9069593920647173,471,48,1509,48,0.33427352202124894,84.49612403100775,0.8580357142857143,0.8635416666666667,0.8504137419391657,109,20,367,20,77.35748744010925
44,ResNet18,0.19889617987836783,93.0635838150289,0.9325388436056254,0.9327763372707193,0.9322716857881107,483,36,1521,36,0.5258446769679294,85.27131782945736,0.8735501126126126,0.8510416666666667,0.847216581432326,110,19,368,19,77.27958583831787
45,ResNet18,0.1430700956288582,94.99036608863199,0.9441909562093023,0.9467988732033675,0.9452332509357573,493,26,1531,26,0.30882345375550146,87.59689922480621,0.8739502164502165,0.8604166666666666,0.8628014842300556,113,16,371,16,77.85847449302673
46,ResNet18,0.1512154515966988,93.64161849710982,0.9369192042555501,0.9354004609622587,0.9361347733797404,486,33,1524,33,0.7234441536711529,76.74418604651163,0.8682745245245245,0.727199074074074,0.7522042712705578,99,30,357,30,76.67549681663513
